"","zpid","bathrooms","bedrooms","sqft","st","city","state","lat","long","valuation","lowval","highval","nb","nbid"
"16","115876468",NA,NA,"1101","37 Bridge St","Brooklyn","NY","40.703426","-73.984359","1226776","1140902","1361721","Vinegar Hill","270960"
"17","115876469",NA,NA,"1101","37 Bridge St","Brooklyn","NY","40.703426","-73.984359","1228569","1142569","1363712","Vinegar Hill","270960"
"18","116082315",NA,NA,"2862","37 Bridge St","Brooklyn","NY","40.703426","-73.984359","4235876","4024082","4447670","Vinegar Hill","270960"
"19","116082316",NA,NA,"1101","37 Bridge St","Brooklyn","NY","40.703426","-73.984359","","","","Vinegar Hill","270960"
"20","116082317",NA,NA,"1101","37 Bridge St","Brooklyn","NY","40.703426","-73.984359","","","","Vinegar Hill","270960"
"21","116082319","1.0","1","938","37 Bridge St","Brooklyn","NY","40.703426","-73.984359","983404","934234","1042408","Vinegar Hill","270960"
"22","116082320",NA,NA,"1101","37 Bridge St","Brooklyn","NY","40.703426","-73.984359","1228673","1142666","1363827","Vinegar Hill","270960"
"23","116168663",NA,NA,"82877","37 Bridge St","Brooklyn","NY","40.703426","-73.984359","","","","Vinegar Hill","270960"
"24","2099500973","2.0","2","978","47 Bridge St APT 4B","Brooklyn","NY","40.70328","-73.9846","1445517","1358786","1561158","Vinegar Hill","270960"
"25","2103647154","2.0","3","1258","388 Bridge St PH 47A","Brooklyn","NY","40.6916","-73.9856","1927167","1830809","2023525","Vinegar Hill","270960"
"26","2105526225","3.0","3","1667","388 Bridge St PH 47G","Brooklyn","NY","40.691881","-73.985475","2166084","2057780","2274388","Vinegar Hill","270960"
"27","2103661231","3.0","3","1787","388 Bridge St PH 47B","Brooklyn","NY","40.6916","-73.9856","2469123","2345667","2592579","Vinegar Hill","270960"
"28","79709846","2.0","2","1600","4 Water St","Brooklyn","NY","40.703042","-73.994212","","","","DUMBO","270841"
"29","2099495353","2.0","2",NA,"4 Water St","Brooklyn","NY","40.70314","-73.99371","1487464","1383342","1576712","DUMBO","270841"
"30","79710200",NA,NA,"1832","4 Water St","Brooklyn","NY","40.703042","-73.994212","2339090","2222136","2479435","DUMBO","270841"
"31","115876448",NA,NA,NA,"205 Water St STE 16","Brooklyn","NY","40.703128","-73.98591","","","","DUMBO","270841"
"32","62646195","2.0","2","1515","30 Main St","Brooklyn","NY","40.703066","-73.990753","1905662","1810379","2000945","DUMBO","270841"
"33","62646196",NA,NA,"1887","30 Main St","Brooklyn","NY","40.703066","-73.990753","2374190","2160513","2659093","DUMBO","270841"
"34","62646197",NA,NA,"1689","30 Main St","Brooklyn","NY","40.703066","-73.990753","2109642","1983063","2215124","DUMBO","270841"
"35","62646198","1.5","2","1494","30 Main St","Brooklyn","NY","40.703066","-73.990753","2555671","1967867","5111342","DUMBO","270841"
"36","62646199",NA,NA,"1270","30 Main St","Brooklyn","NY","40.703066","-73.990753","1584525","1505299","1663751","DUMBO","270841"
"37","62646200","2.5","3","2209","30 Main St","Brooklyn","NY","40.703066","-73.990753","3079632","2925650","3233614","DUMBO","270841"
"38","62646201",NA,NA,"2474","30 Main St","Brooklyn","NY","40.703066","-73.990753","4030535","3829008","4232062","DUMBO","270841"
"39","62646202",NA,NA,"1230","30 Main St","Brooklyn","NY","40.703066","-73.990753","1553439","1475767","1631111","DUMBO","270841"
"40","62646203","3.0","3","2556","30 Main St","Brooklyn","NY","40.703035","-73.991009","4136474","3929650","4384662","DUMBO","270841"
"41","64890266","2.0","1","1050","42 Main St","Brooklyn","NY","40.70274","-73.990929","","","","DUMBO","270841"
"42","30566217","1.0","1","700","57 Front St","Brooklyn","NY","40.70273","-73.993165","886447","682564","957363","DUMBO","270841"
"43","79727318","1.0","1","51781","57 Front St","Brooklyn","NY","40.702705","-73.993141","","","","DUMBO","270841"
"44","2104123129","2.0","2","1007","60 Water St","Brooklyn","NY","40.703144","-73.991788","","","","DUMBO","270841"
"45","2113811006","3.0","3",NA,"200 Water St","Brooklyn","NY","40.7027","-73.9858","2733331","2596664","2869998","DUMBO","270841"
"46","2107139943","1.0","1",NA,"220 Water St","Brooklyn","NY","40.70272","-73.985182","1552300","1303932","1940375","DUMBO","270841"
"47","116168919",NA,NA,"25260","192 Water St","Brooklyn","NY","40.702854","-73.986076","","","","DUMBO","270841"
"48","68312448","1.0","2","1295","85 Hudson Ave","Brooklyn","NY","40.702374","-73.981092","1248776","1136386","1386141","Vinegar Hill","270960"
"49","68312449",NA,NA,"12957","85 Hudson Ave","Brooklyn","NY","40.702374","-73.981092","","","","Vinegar Hill","270960"
"50","68312689","1.0","1","1400","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1387069","1248362","1511905","DUMBO","270841"
"51","68312690","2.0","2","906","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1056313","992934","1151381","DUMBO","270841"
"52","68312691",NA,NA,"943","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1040994","968124","1134683","DUMBO","270841"
"53","68312692","2.5","2","1182","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1639324","1557358","1721290","DUMBO","270841"
"54","68312693",NA,NA,"1327","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1632020","1550419","1778902","DUMBO","270841"
"55","68312694",NA,NA,"1393","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1534087","1457383","1610791","DUMBO","270841"
"56","68312695","2.0","2","1577","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1879802","1785812","1973792","DUMBO","270841"
"57","68312696","2.0","2","1262","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1604490","1524266","1684714","DUMBO","270841"
"58","68312697","2.0","2","1267","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1611750","1531163","1692337","DUMBO","270841"
"59","68312698",NA,NA,"1264","70 Washington St","Brooklyn","NY","40.702246","-73.98973","","","","DUMBO","270841"
"60","68312699",NA,NA,"910","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1058476","994967","1164324","DUMBO","270841"
"61","68312700",NA,NA,"2130","70 Washington St","Brooklyn","NY","40.702246","-73.98973","2606393","2476073","2736713","DUMBO","270841"
"62","68312701",NA,NA,"1464","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1940162","1843154","2037170","DUMBO","270841"
"63","68312702","1.0","1","1008","70 Washington St","Brooklyn","NY","40.70181","-73.989973","1066893","1002879","1152244","DUMBO","270841"
"64","68312703",NA,NA,"1144","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1396319","1312540","1480098","DUMBO","270841"
"65","68312704",NA,NA,"1228","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1489439","1414967","1563911","DUMBO","270841"
"66","68312705",NA,NA,"1032","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1320793","1188714","1466080","DUMBO","270841"
"67","68312706",NA,NA,"1072","70 Washington St","Brooklyn","NY","40.702246","-73.98973","1329877","1156993","1409670","DUMBO","270841"
"68","2105140240","1.0","1",NA,"70 Washington St","Brooklyn","NY","40.70225","-73.98973","1223953","1126037","1334109","DUMBO","270841"
"69","2112699561","1.0","1","662","65 Washington St APT 2B","Brooklyn","NY","40.702244","-73.989402","1180638","1097993","1286895","DUMBO","270841"
"70","2096061965",NA,NA,NA,"65 Washington St # 1010A","Brooklyn","NY","40.701884","-73.989359","","","","DUMBO","270841"
"71","2096177329",NA,NA,NA,"65 Washington St # 3000","Brooklyn","NY","40.701884","-73.989359","","","","DUMBO","270841"
"72","2111602405","1.0","0","515","65 Washington St APT 3C","Brooklyn","NY","40.702244","-73.989402","659459","613297","712216","DUMBO","270841"
"73","2126420606","2.0","2","846","65 Washington St APT 10D","Brooklyn","NY","40.702244","-73.989402","1195528","1135752","1267260","DUMBO","270841"
"74","2096177422",NA,NA,NA,"65 Washington St # 1200","Brooklyn","NY","40.701884","-73.989359","","","","DUMBO","270841"
"75","2096341605","1.0","1","598","65 Washington St APT 10A","Brooklyn","NY","40.702244","-73.989402","866749","580722","1187446","DUMBO","270841"
"76","2096853880",NA,NA,NA,"65 Washington St # 3CM","Brooklyn","NY","40.701884","-73.989359","","","","DUMBO","270841"
"77","2097075831","2.0","2","846","65 Washington St # 10DU","Brooklyn","NY","40.701884","-73.989359","","","","DUMBO","270841"
"78","2107750347","1.0","0","515","65 Washington St APT 6C","Brooklyn","NY","40.702244","-73.989402","677467","616495","738439","DUMBO","270841"
"79","2097370140","1.0","1","598","65 Washington St APT 9A","Brooklyn","NY","40.702244","-73.989402","811217","543515","1135704","DUMBO","270841"
"80","2098201426","1.0","1","661","65 Washington St APT 8B","Brooklyn","NY","40.702244","-73.989402","921394","838469","1041175","DUMBO","270841"
"81","2098486315","1.0","0","444","65 Washington St APT 2F","Brooklyn","NY","40.702244","-73.989402","723139","592974","1070246","DUMBO","270841"
"82","2099053830",NA,NA,NA,"65 Washington St # 1B2","Brooklyn","NY","40.701884","-73.989359","1308545","1164605","1504827","DUMBO","270841"
"83","2099464975",NA,NA,NA,"65 Washington St APT 6A","Brooklyn","NY","40.70222","-73.98942","1247639","1060493","1447261","DUMBO","270841"
"84","2096177604",NA,NA,NA,"65 Washington St # 1000","Brooklyn","NY","40.701884","-73.989359","","","","DUMBO","270841"
"85","2102863004","2.0","3","1075","65 Washington St APT 11A","Brooklyn","NY","40.70222","-73.98942","1876612","1557588","2195636","DUMBO","270841"
"86","2103547762",NA,NA,NA,"65 Washington St STE 01","Brooklyn","NY","40.70222","-73.98942","1247639","1060493","1447261","DUMBO","270841"
"87","2103744098","2.0","1","909","65 Washington St APT 6D","Brooklyn","NY","40.702244","-73.989402","1453761","1308385","1671825","DUMBO","270841"
"88","2105645806","1.0","1","662","65 Washington St APT 5B","Brooklyn","NY","40.702244","-73.989402","1251731","1164110","1376904","DUMBO","270841"
"89","2105706370",NA,NA,NA,"65 Washington St APT 11B","Brooklyn","NY","40.702228","-73.989372","2157972","2028494","2416929","DUMBO","270841"
"90","2105863403","2.0","2",NA,"65 Washington St APT 4E","Brooklyn","NY","40.702244","-73.989402","2244022","2086940","2513305","DUMBO","270841"
"91","2106111059",NA,NA,NA,"65 Washington St APT 6F","Brooklyn","NY","40.702228","-73.989372","2157972","2028494","2416929","DUMBO","270841"
"92","2106192823","2.0","1","909","65 Washington St APT 4D","Brooklyn","NY","40.702244","-73.989402","1301546","1236469","1405670","DUMBO","270841"
"93","2106715277",NA,"1","900","65 Washington St APT 7D","Brooklyn","NY","40.702244","-73.989402","1023271","931177","1115365","DUMBO","270841"
"94","2096177329",NA,NA,NA,"65 Washington St # 3000","Brooklyn","NY","40.701884","-73.989359","","","","DUMBO","270841"
"95","2096177422",NA,NA,NA,"65 Washington St # 1200","Brooklyn","NY","40.701884","-73.989359","","","","DUMBO","270841"
"96","2096061965",NA,NA,NA,"65 Washington St # 1010A","Brooklyn","NY","40.701884","-73.989359","","","","DUMBO","270841"
"97","2111602405","1.0","0","515","65 Washington St APT 3C","Brooklyn","NY","40.702244","-73.989402","659459","613297","712216","DUMBO","270841"
"98","2126420606","2.0","2","846","65 Washington St APT 10D","Brooklyn","NY","40.702244","-73.989402","1195528","1135752","1267260","DUMBO","270841"
"99","2096177604",NA,NA,NA,"65 Washington St # 1000","Brooklyn","NY","40.701884","-73.989359","","","","DUMBO","270841"
"100","2096341605","1.0","1","598","65 Washington St APT 10A","Brooklyn","NY","40.702244","-73.989402","866749","580722","1187446","DUMBO","270841"
"101","2096853880",NA,NA,NA,"65 Washington St # 3CM","Brooklyn","NY","40.701884","-73.989359","","","","DUMBO","270841"
"102","2097075831","2.0","2","846","65 Washington St # 10DU","Brooklyn","NY","40.701884","-73.989359","","","","DUMBO","270841"
"103","2107750347","1.0","0","515","65 Washington St APT 6C","Brooklyn","NY","40.702244","-73.989402","677467","616495","738439","DUMBO","270841"
"104","2097370140","1.0","1","598","65 Washington St APT 9A","Brooklyn","NY","40.702244","-73.989402","811217","543515","1135704","DUMBO","270841"
"105","2098201426","1.0","1","661","65 Washington St APT 8B","Brooklyn","NY","40.702244","-73.989402","921394","838469","1041175","DUMBO","270841"
"106","2098486315","1.0","0","444","65 Washington St APT 2F","Brooklyn","NY","40.702244","-73.989402","723139","592974","1070246","DUMBO","270841"
"107","2099053830",NA,NA,NA,"65 Washington St # 1B2","Brooklyn","NY","40.701884","-73.989359","1308545","1164605","1504827","DUMBO","270841"
"108","2099464975",NA,NA,NA,"65 Washington St APT 6A","Brooklyn","NY","40.70222","-73.98942","1247639","1060493","1447261","DUMBO","270841"
"109","2102863004","2.0","3","1075","65 Washington St APT 11A","Brooklyn","NY","40.70222","-73.98942","1876612","1557588","2195636","DUMBO","270841"
"110","2103547762",NA,NA,NA,"65 Washington St STE 01","Brooklyn","NY","40.70222","-73.98942","1247639","1060493","1447261","DUMBO","270841"
"111","2103744098","2.0","1","909","65 Washington St APT 6D","Brooklyn","NY","40.702244","-73.989402","1453761","1308385","1671825","DUMBO","270841"
"112","2105645806","1.0","1","662","65 Washington St APT 5B","Brooklyn","NY","40.702244","-73.989402","1251731","1164110","1376904","DUMBO","270841"
"113","2105706370",NA,NA,NA,"65 Washington St APT 11B","Brooklyn","NY","40.702228","-73.989372","2157972","2028494","2416929","DUMBO","270841"
"114","2105863403","2.0","2",NA,"65 Washington St APT 4E","Brooklyn","NY","40.702244","-73.989402","2244022","2086940","2513305","DUMBO","270841"
"115","2106111059",NA,NA,NA,"65 Washington St APT 6F","Brooklyn","NY","40.702228","-73.989372","2157972","2028494","2416929","DUMBO","270841"
"116","2106192823","2.0","1","909","65 Washington St APT 4D","Brooklyn","NY","40.702244","-73.989402","1301546","1236469","1405670","DUMBO","270841"
"117","2106715277",NA,"1","900","65 Washington St APT 7D","Brooklyn","NY","40.702244","-73.989402","1023271","931177","1115365","DUMBO","270841"
"118","2107165650","2.0","2","888","65 Washington St APT 6E","Brooklyn","NY","40.702244","-73.989402","1332224","1252291","1452124","DUMBO","270841"
"119","79716683","2.0","2",NA,"84 Front St APT 6E","Brooklyn","NY","40.702478","-73.989309","1334479","1267755","1401203","DUMBO","270841"
"120","79723213","2.0","2","975","84 Front St APT 10A","Brooklyn","NY","40.702301","-73.989158","1211952","1127115","1321028","DUMBO","270841"
"121","72669602","2.0","2","1071","84 Front St APT 8E","Brooklyn","NY","40.702478","-73.989309","1369360","1300892","1437828","DUMBO","270841"
"122","79489330","1.0","1","768","84 Front St APT 5A","Brooklyn","NY","40.702478","-73.989309","942869","886297","990012","DUMBO","270841"
"123","79708230","1.0","1","729","84 Front St APT 2D","Brooklyn","NY","40.702478","-73.989309","940912","884457","987958","DUMBO","270841"
"124","79709036","1.0","1","729","84 Front St APT 4D","Brooklyn","NY","40.702301","-73.989158","936779","871204","983618","DUMBO","270841"
"125","79709152",NA,NA,"1093","84 Front St APT 3B","Brooklyn","NY","40.702301","-73.989158","1318064","1159896","1410328","DUMBO","270841"
"126","79709394","1.0","1","729","84 Front St APT 3D","Brooklyn","NY","40.702478","-73.989309","920639","856194","966671","DUMBO","270841"
"127","79709672","2.0","2","1047","84 Front St APT 4C","Brooklyn","NY","40.702478","-73.989309","1337079","1270225","1403933","DUMBO","270841"
"128","79710061",NA,NA,"1047","84 Front St APT 3C","Brooklyn","NY","40.702478","-73.989309","1214558","1141685","1360305","DUMBO","270841"
"129","79711013",NA,NA,"1098","84 Front St APT 4B","Brooklyn","NY","40.702478","-73.989309","1330127","1197114","1409935","DUMBO","270841"
"130","79711101",NA,NA,"768","84 Front St APT 3A","Brooklyn","NY","40.702478","-73.989309","942671","886111","999231","DUMBO","270841"
"131","79711850","2.0","2","1130","84 Front St APT 6F","Brooklyn","NY","40.702301","-73.989158","1384535","1315308","1453762","DUMBO","270841"
"132","79712265","1.0","1","603","84 Front St APT 2A","Brooklyn","NY","40.702478","-73.989309","724549","652094","768022","DUMBO","270841"
"133","79712354","2.0","2","1130","84 Front St APT 8F","Brooklyn","NY","40.702478","-73.989309","1364057","1241292","1473182","DUMBO","270841"
"134","79712624",NA,NA,"1206","84 Front St APT 11B","Brooklyn","NY","40.702301","-73.989158","1339379","1205441","1419742","DUMBO","270841"
"135","79712837","2.0","2","975","84 Front St APT 11A","Brooklyn","NY","40.702478","-73.989309","1262950","1149285","1363986","DUMBO","270841"
"136","79712852",NA,NA,"729","84 Front St APT 7D","Brooklyn","NY","40.702478","-73.989309","930636","865491","977168","DUMBO","270841"
"137","79712860",NA,NA,"768","84 Front St APT 7A","Brooklyn","NY","40.702478","-73.989309","942477","885928","999026","DUMBO","270841"
"138","79713452","2.0","2","1093","84 Front St APT 8B","Brooklyn","NY","40.702301","-73.989158","1374780","1306041","1443519","DUMBO","270841"
"139","79713831","2.0","2","1071","84 Front St APT 2E","Brooklyn","NY","40.702478","-73.989309","1369395","1300925","1437865","DUMBO","270841"
"140","79714133","2.0","2","921","84 Front St APT 11D","Brooklyn","NY","40.702478","-73.989309","1158695","1089173","1228217","DUMBO","270841"
"141","79714456","1.0","1","750","84 Front St # 10A","Brooklyn","NY","40.702478","-73.989309","","","","DUMBO","270841"
"142","79714984",NA,NA,"1008","84 Front St APT 9A","Brooklyn","NY","40.702478","-73.989309","1131181","1051998","1266923","DUMBO","270841"
"143","79715236",NA,NA,"1220","84 Front St APT 10C","Brooklyn","NY","40.702478","-73.989309","1376666","1266533","1445499","DUMBO","270841"
"144","79726726","1.0","1","780","85 Adams St","Brooklyn","NY","40.698605","-73.988397","","","","Downtown","270825"
"145","89068085","1.0","1","753","100 Jay St","Brooklyn","NY","40.701835","-73.986798","","","","DUMBO","270841"
"146","2130481492","1.0","0",NA,"100 Jay St","Brooklyn","NY","40.702116","-73.987025","1223994","1162794","1309674","DUMBO","270841"
"147","2146988338","2.0","3",NA,"100 Jay St","Brooklyn","NY","40.701789","-73.98688","1583609","1456920","1662789","DUMBO","270841"
"148","2096791735",NA,NA,NA,"181 York St # 5F","Brooklyn","NY","40.701619","-73.983615","","","","Fort Greene","273766"
"149","2097037417",NA,NA,NA,"181 York St # 6H","Brooklyn","NY","40.701619","-73.983615","","","","Fort Greene","273766"
"150","2097517591","1.0","1","601","181 York St APT 4B","Brooklyn","NY","40.701619","-73.983615","855638","787187","906976","Fort Greene","273766"
"151","2097591606",NA,NA,NA,"181 York St APT 1A","Brooklyn","NY","40.701619","-73.983615","","","","Fort Greene","273766"
"152","2113242122",NA,NA,NA,"181 York St APT 2B","Brooklyn","NY","40.701599","-73.983619","","","","Fort Greene","273766"
"153","63054610",NA,"1","784","79 Bridge St APT 4F","Brooklyn","NY","40.702047","-73.98467","888127","825958","932533","Fort Greene","273766"
"154","63165851","1.0","1","795","79 Bridge St APT 2E","Brooklyn","NY","40.702047","-73.98467","933381","868044","980050","Fort Greene","273766"
"155","63264083","1.0","1","920","79 Bridge St APT 3A","Brooklyn","NY","40.702047","-73.98467","973118","924462","1031505","Fort Greene","273766"
"156","63296763","1.0","1","908","79 Bridge St APT 4H","Brooklyn","NY","40.702047","-73.98467","970308","921793","1028526","Fort Greene","273766"
"157","63417558","1.0","1","946","79 Bridge St APT 4I","Brooklyn","NY","40.702047","-73.98467","991777","922353","1071119","Fort Greene","273766"
"158","63483577",NA,NA,"966","79 Bridge St APT 3I","Brooklyn","NY","40.701923","-73.984405","1073600","998448","1191696","Fort Greene","273766"
"159","63722490","2.0","2","1400","79 Bridge St APT 6A","Brooklyn","NY","40.702047","-73.98467","1681419","1580534","1866375","Fort Greene","273766"
"160","63761211",NA,NA,"900","79 Bridge St APT 3D","Brooklyn","NY","40.702047","-73.98467","959446","911474","1007418","Fort Greene","273766"
"161","63897043","1.0","1","915","79 Bridge St APT 2B","Brooklyn","NY","40.702047","-73.98467","963365","915197","1021167","Fort Greene","273766"
"162","64433577",NA,NA,"683","79 Bridge St APT 5E","Brooklyn","NY","40.702047","-73.98467","","","","Fort Greene","273766"
"163","64445983","1.0","2","920","79 Bridge St APT 4A","Brooklyn","NY","40.701923","-73.984405","979237","930275","1037991","Fort Greene","273766"
"164","64472108",NA,NA,"1474","79 Bridge St APT 6C","Brooklyn","NY","40.702047","-73.98467","1683281","1565451","1868442","Fort Greene","273766"
"165","64480851",NA,NA,"888","79 Bridge St APT 2H","Brooklyn","NY","40.702047","-73.98467","959002","911052","1006952","Fort Greene","273766"
"166","64505562",NA,NA,"888","79 Bridge St APT 3H","Brooklyn","NY","40.702047","-73.98467","958875","910931","1006819","Fort Greene","273766"
"167","64535432",NA,NA,"918","79 Bridge St APT 5H","Brooklyn","NY","40.702047","-73.98467","967548","919171","1025601","Fort Greene","273766"
"168","64540164","1.0","1","850","79 Bridge St APT 2G","Brooklyn","NY","40.702047","-73.98467","960820","912779","1018469","Fort Greene","273766"
"169","64559454",NA,NA,"43747","79 Bridge St # 5E","Brooklyn","NY","40.701925","-73.984385","875850","797023","919642","Fort Greene","273766"
"170","64560547","1.0","1","890","79 Bridge St APT 2D","Brooklyn","NY","40.702047","-73.98467","961532","913455","1009609","Fort Greene","273766"
"171","64594372","1.0","1","831","79 Bridge St APT 3G","Brooklyn","NY","40.702047","-73.98467","950074","893070","997578","Fort Greene","273766"
"172","64596202",NA,NA,"796","79 Bridge St APT 2F","Brooklyn","NY","40.702047","-73.98467","987289","888560","1066272","Fort Greene","273766"
"173","64615671","2.0","2","1491","79 Bridge St APT 5C","Brooklyn","NY","40.702047","-73.98467","1827325","1662866","1918691","Fort Greene","273766"
"174","64620319","1.0","1","917","79 Bridge St APT 2C","Brooklyn","NY","40.702047","-73.98467","973423","924752","1031828","Fort Greene","273766"
"175","64673682","2.0","2","1384","79 Bridge St APT 5A","Brooklyn","NY","40.702047","-73.98467","1750551","1663023","1873090","Fort Greene","273766"
"176","64678349","1.0","2","920","79 Bridge St APT 2A","Brooklyn","NY","40.702047","-73.98467","965933","917636","1023889","Fort Greene","273766"
"177","64708329",NA,NA,"791","79 Bridge St APT 3E","Brooklyn","NY","40.702047","-73.98467","930840","865681","986690","Fort Greene","273766"
"178","72669608","2.0","2","1920","206 Front St","Brooklyn","NY","40.702312","-73.985201","","","","DUMBO","270841"
"179","79715536","2.0","2","1220","206 Front St","Brooklyn","NY","40.702312","-73.985201","","","","DUMBO","270841"
"180","112504417",NA,NA,"10874","100 Gold St","Brooklyn","NY","40.710105","-74.003242","","","","Financial District","270835"
"181","120729915",NA,NA,"20892","185 York St","Brooklyn","NY","40.701614","-73.983482","","","","Fort Greene","273766"
"182","30566250",NA,NA,"4280","102 Gold St","Brooklyn","NY","40.70184","-73.983094","4224041","3928358","4561964","Fort Greene","273766"
"183","122027080",NA,NA,NA,"102 Gold St","Brooklyn","NY","40.701824","-73.983109","5645628","5363347","6097278","Fort Greene","273766"
"184","2105081745","1.0","1","988","99 Gold St","Brooklyn","NY","40.701962","-73.982478","","","","Fort Greene","273766"
"185","30566255","1.0","3","700","165 Sands St","Brooklyn","NY","40.700199","-73.98412","","","","Fort Greene","273766"
"186","81861024","1.0","2","525","167 Sands St APT 203","Brooklyn","NY","40.699849","-73.984426","","","","Fort Greene","273766"
"187","30566256","1.0","1","883265","175 Adams St","Brooklyn","NY","40.697788","-73.987861","1339733","844032","2089984","Downtown","270825"
"188","79714538",NA,NA,NA,"175 Adams St","Brooklyn","NY","40.697788","-73.987861","797160","637728","1068194","Downtown","270825"
"189","2101757938",NA,"1","794","180 Nassau St APT 4M","Brooklyn","NY","40.698288","-73.984363","979076","900750","1263008","Fort Greene","273766"
"190","2097235804","1.0","0",NA,"180 Nassau St APT 6L","Brooklyn","NY","40.698209","-73.984382","920435","773165","1076909","Fort Greene","273766"
"191","2097235805","1.0","1",NA,"180 Nassau St APT 5H","Brooklyn","NY","40.698209","-73.984382","925521","758927","1092115","Fort Greene","273766"
"192","2103883037","1.0","1","670","180 Nassau St APT 7C","Brooklyn","NY","40.698209","-73.984382","924531","878304","970758","Fort Greene","273766"
"193","2103660391","2.0","2","1080","180 Nassau St APT 9M","Brooklyn","NY","40.698209","-73.984382","1728284","1555456","2056658","Fort Greene","273766"
"194","2096609144","1.0","1","675","180 Nassau St APT 4N","Brooklyn","NY","40.698209","-73.984382","901879","766597","1055198","Fort Greene","273766"
"195","2096214365","1.0","0",NA,"180 Nassau St APT 3L","Brooklyn","NY","40.698209","-73.984382","876309","736100","1025282","Fort Greene","273766"
"196","2103970573","2.0","2","958","180 Nassau St APT 4K","Brooklyn","NY","40.698209","-73.984382","1399127","1287197","1567022","Fort Greene","273766"
"197","2097088694",NA,"2",NA,"180 Nassau St APT 3M","Brooklyn","NY","40.698288","-73.984363","953671","867841","1096722","Fort Greene","273766"
"198","2097193536","1.0","1",NA,"180 Nassau St APT 10E","Brooklyn","NY","40.698288","-73.984363","944050","793002","1151741","Fort Greene","273766"
"199","2097596486",NA,NA,NA,"180 Nassau St APT 3B","Brooklyn","NY","40.698288","-73.984363","","","","Fort Greene","273766"
"200","2097804528","1.0","1","600","180 Nassau St APT 3E","Brooklyn","NY","40.698288","-73.984363","792796","642165","1141626","Fort Greene","273766"
"201","2097806028","1.0","0","550","180 Nassau St APT 5L","Brooklyn","NY","40.698288","-73.984363","742483","616261","1113725","Fort Greene","273766"
"202","2097810871","2.0","2","850","180 Nassau St APT 3A","Brooklyn","NY","40.698288","-73.984363","1449783","1319303","1652753","Fort Greene","273766"
"203","2098121139",NA,NA,NA,"180 Nassau St # 0","Brooklyn","NY","40.698288","-73.984363","","","","Fort Greene","273766"
"204","2096606344","1.0","0","531","180 Nassau St APT 7L","Brooklyn","NY","40.698209","-73.984382","746966","619982","1120449","Fort Greene","273766"
"205","2098295681","1.0","2","800","180 Nassau St APT 2M","Brooklyn","NY","40.698288","-73.984363","992329","883173","1319798","Fort Greene","273766"
"206","2098299261","1.0","0",NA,"180 Nassau St APT 7G","Brooklyn","NY","40.698288","-73.984363","914370","768071","1060669","Fort Greene","273766"
